=== 调试日志生成时间: 2025-10-30 16:46:08 ===

[2025-10-30 16:46:08] 系统: 调试系统初始化完成
[2025-10-30 16:46:08] 系统: 手动开关状态: 开启(1)
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0033秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0025秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0036秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0018秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0018秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0024秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0043秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0025秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0063秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:18] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0018秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0027秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0027秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.003秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0022秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0025秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0046秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0037秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0026秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:19] 性能监控: 扫描媒体文件 耗时: 0.0728秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0022秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0028秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0031秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0089秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0019秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0032秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0067秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0051秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:19] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:19] 性能监控: 扫描媒体文件 耗时: 0.0893秒
[2025-10-30 16:46:19] 性能监控: 解析数据库文件 耗时: 0.0169秒
[2025-10-30 16:46:19] 系统: 分类无内容: 🗃️ [数据库] koreanporn (1,941个视频) 📁 db
[2025-10-30 16:46:19] 性能监控: 获取分类 耗时: 0.3727秒
[2025-10-30 16:46:19] 性能监控: 解析数据库文件 耗时: 1.1836秒
[2025-10-30 16:46:20] 系统: 分类 🗃️ [数据库] lsp_videos (大) (224,165个视频) 📁 db 第2页返回: 10个视频
[2025-10-30 16:46:20] 性能监控: 获取分类 耗时: 1.8792秒
[2025-10-30 16:46:20] 性能监控: 解析数据库文件 耗时: 9.4507秒
[2025-10-30 16:46:21] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/AV.json, 找到视频: 1个
[2025-10-30 16:46:21] 性能监控: 解析JSON文件 耗时: 0.0054秒
[2025-10-30 16:46:22] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/lsp_auto_export_1761582324.json, 找到视频: 122024个
[2025-10-30 16:46:22] 性能监控: 解析JSON文件 耗时: 1.3724秒
=== 调试日志生成时间: 2025-10-30 16:46:22 ===

[2025-10-30 16:46:22] 系统: 调试系统初始化完成
[2025-10-30 16:46:22] 系统: 手动开关状态: 开启(1)
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0032秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0022秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0019秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0028秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0041秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0027秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0025秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0029秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0019秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0018秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0024秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0021秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0032秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0044秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0019秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0117秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0063秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0022秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0019秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 扫描媒体文件 耗时: 0.1114秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0035秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0018秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0018秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0022秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0025秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:22] 性能监控: 扫描媒体文件 耗时: 0.058秒
[2025-10-30 16:46:23] 性能监控: 解析数据库文件 耗时: 0.3361秒
[2025-10-30 16:46:23] 系统: 分类 🗃️ [数据库] lsp_videos (58,941个视频) 📁 db 第1页返回: 10个视频
[2025-10-30 16:46:23] 性能监控: 获取分类 耗时: 0.6963秒
=== 调试日志生成时间: 2025-10-30 16:46:23 ===

[2025-10-30 16:46:23] 系统: 调试系统初始化完成
[2025-10-30 16:46:23] 系统: 手动开关状态: 开启(1)
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0032秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0031秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0034秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0103秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0093秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.003秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0021秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0036秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0027秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.003秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0027秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0026秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0023秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0024秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0027秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0037秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0079秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0029秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0031秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0021秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0046秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0101秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0101秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.004秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0038秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0055秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0027秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0024秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0024秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0023秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0026秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0026秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0026秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0027秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0027秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0028秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.003秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0032秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0051秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0116秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0103秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.003秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0037秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0024秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0023秒
